,gross_amount,movie_name,open_time,year,tconst,title,releaseYear,runtimeMinutes,genres1,genres2,genres3,averageRating,numVotes,directorName,writerName
700,"$1,323,312",The Dinner,5/5,2017,tt3781496,The Diner,2014,\N,Drama,,,7.8,6,Michael Lubin,Michael Lubin
701,"$1,249,233",3 Idiotas,6/2,2017,tt3685624,3 Idiotas,2017,106,Comedy,Family,,4.1,633,Carlos Bolado,Antonio Abascal
702,"$1,231,040",True to the Game,9/8,2017,tt5116504,True to the Game,2017,108,Drama,,,5.0,291,Preston A. Whitmore II,Nia Hill
703,"$965,481",Last Flag Flying,11/3,2017,tt6018306,Last Flag Flying,2017,125,Comedy,Drama,War,6.9,10930,Richard Linklater,Richard Linklater
704,"$952,432",Faces Places,10/6,2017,tt5598102,Faces Places,2017,89,Documentary,,,8.0,3673,JR,JR
705,"$940,854",Landline,7/21,2017,tt5804412,Landline,2017,103,Comedy,,,6.4,17,Matthew Aaron,Matthew Aaron
706,"$930,058",Tubelight,6/23,2017,tt5882970,Tubelight,2017,136,Drama,War,,4.2,10434,Kabir Khan,Kabir Khan
707,"$768,946",Mark Felt: The Man Who Brought Down the White House,9/29,2017,tt5175450,Mark Felt: The Man Who Brought Down the White House,2017,103,Biography,Drama,History,6.4,5182,Peter Landesman,Peter Landesman
708,"$709,094",Walk With Me,8/11,2017,tt2331100,Walk with Me,2017,94,Documentary,,,6.4,443,Marc J. Francis,Marc J. Francis
709,"$708,973",The Exception,6/2,2017,tt4721124,The Exception,2016,107,Drama,Romance,War,6.8,6091,David Leveaux,Simon Burke
710,"$691,597",Lost in Paris,6/16,2017,tt2936884,Lost in Paris,2016,83,Comedy,,,6.3,1547,Dominique Abel,Dominique Abel
711,"$624,332",The Only Living Boy in New York,8/11,2017,tt0460890,The Only Living Boy in New York,2017,89,Drama,,,6.3,5156,Marc Webb,Allan Loeb
712,"$603,582",The Midwife,7/21,2017,tt5348236,The Midwife,2017,117,Drama,,,6.8,1383,Martin Provost,Martin Provost
713,"$580,346",Novitiate,10/27,2017,tt4513316,Novitiate,2017,123,Drama,,,6.6,1583,Maggie Betts,Maggie Betts
714,"$557,241",Bitter Harvest,2/24,2017,tt3182620,Bitter Harvest,2017,103,Drama,Romance,War,6.1,2568,George Mendeluk,Richard Bachynsky Hoover
715,"$555,309",Dolores,9/1,2017,tt5373180,Dolores,2016,98,Drama,History,Romance,5.2,15,Juan Dickinson,Juan Dickinson
716,"$485,728",Once Upon A Time,8/11,2017,tt3596274,Once Upon a Time,2014,81,Documentary,Drama,Family,6.8,33,Kazim ?z,Kazim ?z
717,"$473,771",Beach Rats,8/25,2017,tt6303866,Beach Rats,2017,98,Drama,,,6.5,5086,Eliza Hittman,Eliza Hittman
718,"$471,575",Duckweed,2/10,2017,tt6461514,Duckweed,2017,102,Comedy,Drama,Fantasy,6.5,809,Han Han,Han Han
719,"$467,596",Phillauri,3/24,2017,tt5502766,Phillauri,2017,138,Comedy,Drama,Fantasy,6.1,2640,Anshai Lal,Anvita Dutt
720,"$456,854",Chasing the Dragon,9/29,2017,tt6015328,Chasing the Dragon,2017,128,Action,Biography,Crime,6.9,1766,Jing Wong,Jing Wong
721,"$443,684",Song to Song,3/17,2017,tt2062700,Song to Song,2017,129,Drama,Music,Romance,5.8,12346,Terrence Malick,Terrence Malick
722,"$410,055",A Gentleman,8/25,2017,tt5613834,A Gentleman,2017,145,Action,Comedy,Thriller,6.4,3775,Krishna D.K.,Raj Nidimoru
723,"$355,922",Ok Jaanu,1/13,2017,tt5764024,OK Jaanu,2017,135,Drama,Romance,,5.1,2785,Shaad Ali,Mani Ratnam
724,"$335,609",God's Own Country,10/24,2017,tt5635086,God's Own Country,2017,104,Drama,Romance,,7.7,9490,Francis Lee,Francis Lee
725,"$321,011",In the Fade,12/27,2017,tt5723272,In the Fade,2017,106,Crime,Drama,,7.3,5823,Fatih Akin,Fatih Akin
726,"$313,411",Citizen Jane,4/21,2017,tt1444256,Citizen Lane,2013,102,Biography,Documentary,History,7.6,5,Pauley Perrette,Pauley Perrette
727,"$309,766",My Life as a Zucchini,2/24,2017,tt2321405,My Life as a Zucchini,2016,66,Animation,Comedy,Drama,7.8,13076,Michael Sinterniklaas,Gilles Paris
728,"$301,718",Happy End,12/22,2017,tt3525678,Happy End?!,2014,86,Drama,Romance,,4.8,160,Petra Clever,Petra Clever
729,"$272,132",After the Storm,3/17,2017,tt5294966,After the Storm,2016,118,Comedy,Drama,,7.4,5264,Hirokazu Koreeda,Hirokazu Koreeda
730,"$260,354","I, Daniel Blake",6/2,2017,tt5168192,"I, Daniel Blake",2016,100,Drama,,,7.9,37056,Ken Loach,Paul Laverty
731,"$257,597",Cezanne et moi,3/31,2017,tt5078354,Cezanne et Moi,2016,117,Biography,Drama,,5.9,602,Dani¨¨le Thompson,Dani¨¨le Thompson
732,"$250,130",Gook,8/18,2017,tt6057032,Gook,2017,94,Drama,,,7.1,1319,Justin Chon,Justin Chon
733,"$248,370",Band Aid,6/2,2017,tt5816374,Band Aid,2017,91,Comedy,Drama,Music,6.6,3405,Zoe Lister-Jones,Zoe Lister-Jones
734,"$248,286",Black Butler: Book of the Atlantic,6/12,2017,tt5476944,Black Butler: Book of the Atlantic,2017,101,Animation,,,7.5,373,Noriyuki Abe,Yana Toboso
735,"$237,708",American Satan,10/13,2017,tt5451690,American Satan,2017,111,Drama,Music,Thriller,5.5,1536,Ash Avildsen,Ash Avildsen
736,"$226,006",Rumble: The Indians Who Rocked The World,5/18,2017,tt6333080,Rumble: The Indians Who Rocked The World,2017,103,Documentary,Music,,7.9,290,Catherine Bainbridge,Catherine Bainbridge
737,"$218,044",Railroad Tigers,1/6,2017,tt4687848,Railroad Tigers,2016,124,Action,Comedy,War,5.9,2593,Ding Sheng,Alex Jia
738,"$216,556",The Adventurers,8/18,2017,tt5866930,The Adventurers,2017,140,Action,Adventure,Crime,5.7,1615,Stephen Fung,Chi Kwong Cheung
739,"$210,840",Truman,4/7,2017,tt3754940,Truman,2015,108,Comedy,Drama,,7.3,8868,Cesc Gay,Tom¨¤s Aragay
740,"$207,481",The Prison,3/31,2017,tt3113466,The Prisoner,2015,82,Horror,Thriller,,7.4,148,Andy Dodd,Andy Dodd
741,"$196,458",Spark: A Space Tail,4/14,2017,tt3228088,Spark: A Space Tail,2016,91,Adventure,Animation,Comedy,4.5,700,Aaron Woodley,Aaron Woodley
742,"$176,076",Take Every Wave: The Life of Liard Hamilton,9/29,2017,tt6333092,Take Every Wave: The Life of Laird Hamilton,2017,118,Documentary,Sport,,7.1,152,Rory Kennedy,Mark Bailey
743,"$155,475",The Journey,6/16,2017,tt3144678,The Journey,2014,103,Comedy,Drama,Family,7.5,523,Keng Guan Chiu,Ryon Lee
744,"$155,475",The Journey,6/16,2017,tt6213758,The Journey,2017,82,Drama,Thriller,,6.7,55,Mohamed Al Daradji,Mohamed Al Daradji
745,"$151,042",The Void,4/7,2017,tt6267458,The Void,2016,86,Horror,,,3.9,117,David Cave,David Cave
746,"$150,532",Blade of the Immortal,11/3,2017,tt5084170,Blade of the Immortal,2017,140,Action,Drama,,6.8,8605,Takashi Miike,Hiroaki Samura
747,"$147,391",Thelma,11/10,2017,tt6304046,Thelma,2017,116,Drama,Fantasy,Mystery,7.1,11725,Joachim Trier,Eskil Vogt
748,"$129,547",Moka,6/14,2017,tt5072406,Moka,2016,89,Drama,,,6.2,630,Fr¨¦d¨¦ric Mermoud,Tatiana De Rosnay
749,"$128,986",I Called Him Morgan,3/24,2017,tt4170344,I Called Him Morgan,2016,92,Documentary,Drama,History,7.2,822,Kasper Collin,Kasper Collin
750,"$127,986",Marie Curie: The Courage of Knowledge,6/30,2017,tt5705058,Marie Curie: The Courage of Knowledge,2016,100,Biography,Drama,Romance,5.6,616,Marie No?lle,Marie No?lle
751,"$125,189",BPM (Beats Per Minute),10/20,2017,tt6135348,BPM (Beats Per Minute),2017,143,Drama,,,7.6,6501,Robin Campillo,Robin Campillo
752,"$124,187",The Thousand Faces Of Dunjia,12/15,2017,tt6814080,The Thousand Faces of Dunjia,2017,113,Action,Adventure,Fantasy,5.5,430,Woo-Ping Yuen,Hark Tsui
753,"$114,560",Our Time Will Come,7/7,2017,tt7075594,Our Time Will Come,2017,130,Drama,War,,6.5,435,Ann Hui,Jiping He
754,"$112,621",Slack Bay,3/10,2017,tt4726636,Slack Bay,2016,122,Comedy,,,6.1,2981,Bruno Dumont,Bruno Dumont
755,"$101,947",Walking Out,10/5,2017,tt4534886,Making Out,2016,85,Comedy,Romance,,5.4,36,Henrique Couto,Henrique Couto
756,"$101,657",The Lure,2/1,2017,tt2175947,The Cure,2014,90,Action,Sci-Fi,Thriller,3.5,646,David Gould,David Gould
757,"$101,657",The Lure,2/1,2017,tt5278832,The Lure,2015,92,Comedy,Drama,Horror,6.4,3647,Agnieszka Smoczynska,Robert Bolesto
758,"$97,049",Poster Boys,9/8,2017,tt6352548,Poster Boys,2017,128,Comedy,,,5.6,1046,Shreyas Talpade,Bunty Rathore
759,"$95,952",The Fencer,7/21,2017,tt5450080,The Fence,2016,9,Documentary,,,9.2,26,Warren Pereira,Warren Pereira
760,"$91,335",Memoir of a Murderer,9/8,2017,tt5729348,Memoir of a Murderer,2017,118,Action,Drama,Thriller,7.0,1102,Shin-yeon Won,Jo-yun Hwang
761,"$91,335",Memoir of a Murderer,9/8,2017,tt5882982,Memoirs of a Murderer,2017,118,Drama,Mystery,Thriller,6.9,740,Y? Irie,Byung-gil Jung
762,"$81,089",The Nile Hilton Incident,8/11,2017,tt5540188,The Nile Hilton Incident,2017,111,Crime,Drama,Thriller,6.9,3547,Tarik Saleh,Tarik Saleh
763,"$76,277",The Divine Order,10/27,2017,tt5818818,The Divine Order,2017,96,Comedy,Drama,,7.1,1021,Petra Biondina Volpe,Petra Biondina Volpe
764,"$73,121",Buster's Mal Heart,4/28,2017,tt5173032,Buster's Mal Heart,2016,96,Drama,Mystery,Thriller,6.0,4022,Sarah Adina Smith,Sarah Adina Smith
765,"$68,883",My Entire High School Sinking Into the Sea,4/14,2017,tt5538568,My Entire High School Sinking Into the Sea,2016,75,Animation,Comedy,Drama,6.2,510,Dash Shaw,Dash Shaw
766,"$62,511",Tomorrow,3/10,2017,tt2831326,Tomorrow,2015,115,Drama,,,8.2,13,Drago Graf,Drago Graf
767,"$62,398",The Tiger Hunter,9/22,2017,tt3853830,The Tiger Hunter,2016,94,Comedy,Drama,,5.6,447,Lena Khan,Sameer Asad Gardezi
768,"$52,214",My Journey Through French Cinema,6/23,2017,tt5652594,My Journey Through French Cinema,2016,201,Documentary,,,7.6,306,Bertrand Tavernier,Bertrand Tavernier
769,"$51,766",Beautiful Accident,6/2,2017,tt6797204,Beautiful Accident,2017,104,Comedy,Fantasy,,6.9,107,Wi Ding Ho,Zhichao Ha
770,"$51,499",Tickling Giants,3/17,2017,tt5494396,Tickling Giants,2016,111,Documentary,,,8.4,1088,Sara Taksler,Sara Taksler
771,"$47,627",So B. It,10/6,2017,tt3663020,So B. It,2016,98,Drama,,,6.8,151,Stephen Gyllenhaal,Sarah Weeks
772,"$41,072",Karl Marx City,3/29,2017,tt5952526,Karl Marx City,2016,89,Documentary,,,6.5,128,Michael Tucker,Petra Epperlein
773,"$40,081",Unrest,9/22,2017,tt7290740,Unrest,2017,45,\N,,,7.0,11,Philippe Grandrieux,Philippe Grandrieux
774,"$38,786",Birdboy: The Forgotten Children,12/15,2017,tt5004766,Birdboy: The Forgotten Children,2015,76,Animation,Drama,Horror,7.4,551,Pedro Rivero,Joe Deasy
775,"$37,626",A Woman's Life,5/5,2017,tt5078134,A Woman's Life,2016,119,Drama,,,6.7,628,St¨¦phane Briz¨¦,St¨¦phane Briz¨¦
776,"$35,967",On the Beach at Night Alone,11/17,2017,tt6412864,On the Beach at Night Alone,2017,101,Drama,,,6.9,1500,Sang-soo Hong,Sang-soo Hong
777,"$34,630",Sophie and the Rising Sun,1/20,2017,tt4532818,Sophie and the Rising Sun,2016,105,Drama,,,6.5,784,Maggie Greenwald,Maggie Greenwald
778,"$33,443",Afterimage,5/19,2017,tt2716802,Afterimages,2014,92,Fantasy,Horror,Thriller,5.0,120,Tony Kern,Tony Kern
779,"$33,443",Afterimage,5/19,2017,tt5186236,Afterimage,2016,98,Biography,Drama,History,7.1,1619,Andrzej Wajda,Andrzej Wajda
780,"$33,150",Love & Taxes,3/3,2017,tt3596382,Love & Taxes,2015,90,Comedy,Romance,,7.2,20,Jacob Kornbluth,Josh Kornbluth
781,"$33,109",Super Dark Times,9/29,2017,tt5112578,Super Dark Times,2017,100,Drama,Thriller,,6.6,9503,Kevin Phillips,Ben Collins
782,"$30,678",The Wound,3/15,2017,tt4669278,The Sound,2017,92,Horror,Mystery,Thriller,3.9,880,Jenna Mattison,Jenna Mattison
